occ_code,age_band,share,source_tag,job_zone,jz_imputed
17-2161,55+,0.24736842105263157,FIXTURE,4.0,0
17-2171,16-24,0.07894736842105263,FIXTURE,4.0,0
17-2171,25-44,0.4631578947368421,FIXTURE,4.0,0
17-2171,45-54,0.2105263157894737,FIXTURE,4.0,0
17-2171,55+,0.24736842105263157,FIXTURE,4.0,0
17-2199,16-24,0.07396870554765292,FIXTURE,4.2,0
17-2199,25-44,0.4656614509246088,FIXTURE,4.2,0
17-2199,45-54,0.21166429587482222,FIXTURE,4.2,0
17-2199,55+,0.24870554765291608,FIXTURE,4.2,0
17-3011,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3011,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3011,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3011,55+,0.23500000000000001,FIXTURE,3.0,0
17-3012,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3012,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3012,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3012,55+,0.23500000000000001,FIXTURE,3.0,0
17-3013,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3013,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3013,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3013,55+,0.23500000000000001,FIXTURE,3.0,0
17-3019,16-24,0.08687288756942223,FIXTURE,3.8535779786342887,1
17-3019,25-44,0.45917249082223327,FIXTURE,3.8535779786342887,1
17-3019,45-54,0.20871476855556062,FIXTURE,3.8535779786342887,1
17-3019,55+,0.2452398530527837,FIXTURE,3.8535779786342887,1
17-3021,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3021,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3021,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3021,55+,0.23500000000000001,FIXTURE,3.0,0
17-3022,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3022,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3022,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3022,55+,0.23500000000000001,FIXTURE,3.0,0
17-3023,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3023,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3023,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3023,55+,0.23500000000000001,FIXTURE,3.0,0
17-3024,16-24,0.08737279789911369,FIXTURE,3.9230769230769234,0
17-3024,25-44,0.45892110734215996,FIXTURE,3.9230769230769234,0
17-3024,45-54,0.20860050333734545,FIXTURE,3.9230769230769234,0
17-3024,55+,0.24510559142138091,FIXTURE,3.9230769230769234,0
17-3025,16-24,0.07894736842105263,FIXTURE,4.0,0
17-3025,25-44,0.4631578947368421,FIXTURE,4.0,0
17-3025,45-54,0.2105263157894737,FIXTURE,4.0,0
17-3025,55+,0.24736842105263157,FIXTURE,4.0,0
17-3026,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3026,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3026,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3026,55+,0.23500000000000001,FIXTURE,3.0,0
17-3027,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3027,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3027,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3027,55+,0.23500000000000001,FIXTURE,3.0,0
17-3028,16-24,0.08687288756942223,FIXTURE,3.8535779786342887,1
17-3028,25-44,0.45917249082223327,FIXTURE,3.8535779786342887,1
17-3028,45-54,0.20871476855556062,FIXTURE,3.8535779786342887,1
17-3028,55+,0.2452398530527837,FIXTURE,3.8535779786342887,1
17-3029,16-24,0.08687288756942223,FIXTURE,3.8535779786342887,1
17-3029,25-44,0.45917249082223327,FIXTURE,3.8535779786342887,1
17-3029,45-54,0.20871476855556062,FIXTURE,3.8535779786342887,1
17-3029,55+,0.2452398530527837,FIXTURE,3.8535779786342887,1
17-3031,16-24,0.12500000000000003,FIXTURE,3.0,0
17-3031,25-44,0.44000000000000006,FIXTURE,3.0,0
17-3031,45-54,0.20000000000000004,FIXTURE,3.0,0
17-3031,55+,0.23500000000000001,FIXTURE,3.0,0
19-1011,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1011,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1011,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1011,55+,0.25405405405405407,FIXTURE,5.0,0
19-1012,16-24,0.07894736842105263,FIXTURE,4.0,0
19-1012,25-44,0.4631578947368421,FIXTURE,4.0,0
19-1012,45-54,0.2105263157894737,FIXTURE,4.0,0
19-1012,55+,0.24736842105263157,FIXTURE,4.0,0
19-1013,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1013,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1013,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1013,55+,0.25405405405405407,FIXTURE,5.0,0
19-1021,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1021,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1021,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1021,55+,0.25405405405405407,FIXTURE,5.0,0
19-1022,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1022,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1022,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1022,55+,0.25405405405405407,FIXTURE,5.0,0
19-1023,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1023,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1023,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1023,55+,0.25405405405405407,FIXTURE,5.0,0
19-1029,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-1029,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-1029,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-1029,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-1031,16-24,0.07894736842105263,FIXTURE,4.0,0
19-1031,25-44,0.4631578947368421,FIXTURE,4.0,0
19-1031,45-54,0.2105263157894737,FIXTURE,4.0,0
19-1031,55+,0.24736842105263157,FIXTURE,4.0,0
19-1032,16-24,0.07894736842105263,FIXTURE,4.0,0
19-1032,25-44,0.4631578947368421,FIXTURE,4.0,0
19-1032,45-54,0.2105263157894737,FIXTURE,4.0,0
19-1032,55+,0.24736842105263157,FIXTURE,4.0,0
19-1041,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1041,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1041,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1041,55+,0.25405405405405407,FIXTURE,5.0,0
19-1042,16-24,0.054054054054054064,FIXTURE,5.0,0
19-1042,25-44,0.4756756756756757,FIXTURE,5.0,0
19-1042,45-54,0.21621621621621626,FIXTURE,5.0,0
19-1042,55+,0.25405405405405407,FIXTURE,5.0,0
19-1099,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-1099,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-1099,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-1099,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-2011,16-24,0.054054054054054064,FIXTURE,5.0,0
19-2011,25-44,0.4756756756756757,FIXTURE,5.0,0
19-2011,45-54,0.21621621621621626,FIXTURE,5.0,0
19-2011,55+,0.25405405405405407,FIXTURE,5.0,0
19-2012,16-24,0.054054054054054064,FIXTURE,5.0,0
19-2012,25-44,0.4756756756756757,FIXTURE,5.0,0
19-2012,45-54,0.21621621621621626,FIXTURE,5.0,0
19-2012,55+,0.25405405405405407,FIXTURE,5.0,0
19-2021,16-24,0.07894736842105263,FIXTURE,4.0,0
19-2021,25-44,0.4631578947368421,FIXTURE,4.0,0
19-2021,45-54,0.2105263157894737,FIXTURE,4.0,0
19-2021,55+,0.24736842105263157,FIXTURE,4.0,0
19-2031,16-24,0.07894736842105263,FIXTURE,4.0,0
19-2031,25-44,0.4631578947368421,FIXTURE,4.0,0
19-2031,45-54,0.2105263157894737,FIXTURE,4.0,0
19-2031,55+,0.24736842105263157,FIXTURE,4.0,0
19-2032,16-24,0.054054054054054064,FIXTURE,5.0,0
19-2032,25-44,0.4756756756756757,FIXTURE,5.0,0
19-2032,45-54,0.21621621621621626,FIXTURE,5.0,0
19-2032,55+,0.25405405405405407,FIXTURE,5.0,0
19-2041,16-24,0.07894736842105263,FIXTURE,4.0,0
19-2041,25-44,0.4631578947368421,FIXTURE,4.0,0
19-2041,45-54,0.2105263157894737,FIXTURE,4.0,0
19-2041,55+,0.24736842105263157,FIXTURE,4.0,0
19-2042,16-24,0.054054054054054064,FIXTURE,5.0,0
19-2042,25-44,0.4756756756756757,FIXTURE,5.0,0
19-2042,45-54,0.21621621621621626,FIXTURE,5.0,0
19-2042,55+,0.25405405405405407,FIXTURE,5.0,0
19-2043,16-24,0.054054054054054064,FIXTURE,5.0,0
19-2043,25-44,0.4756756756756757,FIXTURE,5.0,0
19-2043,45-54,0.21621621621621626,FIXTURE,5.0,0
19-2043,55+,0.25405405405405407,FIXTURE,5.0,0
19-2099,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-2099,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-2099,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-2099,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-3011,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3011,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3011,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3011,55+,0.25405405405405407,FIXTURE,5.0,0
19-3022,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3022,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3022,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3022,55+,0.25405405405405407,FIXTURE,5.0,0
19-3032,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3032,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3032,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3032,55+,0.25405405405405407,FIXTURE,5.0,0
19-3033,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3033,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3033,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3033,55+,0.25405405405405407,FIXTURE,5.0,0
19-3034,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3034,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3034,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3034,55+,0.25405405405405407,FIXTURE,5.0,0
19-3039,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-3039,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-3039,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-3039,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-3041,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3041,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3041,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3041,55+,0.25405405405405407,FIXTURE,5.0,0
19-3051,16-24,0.0689900426742532,FIXTURE,4.4,0
19-3051,25-44,0.4681650071123755,FIXTURE,4.4,0
19-3051,45-54,0.2128022759601707,FIXTURE,4.4,0
19-3051,55+,0.25004267425320054,FIXTURE,4.4,0
19-3091,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3091,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3091,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3091,55+,0.25405405405405407,FIXTURE,5.0,0
19-3092,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3092,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3092,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3092,55+,0.25405405405405407,FIXTURE,5.0,0
19-3093,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3093,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3093,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3093,55+,0.25405405405405407,FIXTURE,5.0,0
19-3094,16-24,0.054054054054054064,FIXTURE,5.0,0
19-3094,25-44,0.4756756756756757,FIXTURE,5.0,0
19-3094,45-54,0.21621621621621626,FIXTURE,5.0,0
19-3094,55+,0.25405405405405407,FIXTURE,5.0,0
19-3099,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-3099,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-3099,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-3099,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-4012,16-24,0.10197368421052631,FIXTURE,3.5,0
19-4012,25-44,0.4515789473684211,FIXTURE,3.5,0
19-4012,45-54,0.20526315789473687,FIXTURE,3.5,0
19-4012,55+,0.24118421052631578,FIXTURE,3.5,0
19-4013,16-24,0.12500000000000003,FIXTURE,3.0,0
19-4013,25-44,0.44000000000000006,FIXTURE,3.0,0
19-4013,45-54,0.20000000000000004,FIXTURE,3.0,0
19-4013,55+,0.23500000000000001,FIXTURE,3.0,0
19-4021,16-24,0.11778693722257451,FIXTURE,3.0,0
19-4021,25-44,0.4436271401395054,FIXTURE,3.0,0
19-4021,45-54,0.20164870006341154,FIXTURE,3.0,0
19-4021,55+,0.23693722257450855,FIXTURE,3.0,0
19-4031,16-24,0.12500000000000003,FIXTURE,3.0,0
19-4031,25-44,0.44000000000000006,FIXTURE,3.0,0
19-4031,45-54,0.20000000000000004,FIXTURE,3.0,0
19-4031,55+,0.23500000000000001,FIXTURE,3.0,0
19-4042,16-24,0.07894736842105263,FIXTURE,4.0,0
19-4042,25-44,0.4631578947368421,FIXTURE,4.0,0
19-4042,45-54,0.2105263157894737,FIXTURE,4.0,0
19-4042,55+,0.24736842105263157,FIXTURE,4.0,0
19-4043,16-24,0.07894736842105263,FIXTURE,4.0,0
19-4043,25-44,0.4631578947368421,FIXTURE,4.0,0
19-4043,45-54,0.2105263157894737,FIXTURE,4.0,0
19-4043,55+,0.24736842105263157,FIXTURE,4.0,0
19-4044,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-4044,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-4044,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-4044,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-4051,16-24,0.12500000000000003,FIXTURE,3.0,0
19-4051,25-44,0.44000000000000006,FIXTURE,3.0,0
19-4051,45-54,0.20000000000000004,FIXTURE,3.0,0
19-4051,55+,0.23500000000000001,FIXTURE,3.0,0
19-4061,16-24,0.07894736842105263,FIXTURE,4.0,0
19-4061,25-44,0.4631578947368421,FIXTURE,4.0,0
19-4061,45-54,0.2105263157894737,FIXTURE,4.0,0
19-4061,55+,0.24736842105263157,FIXTURE,4.0,0
19-4071,16-24,0.12500000000000003,FIXTURE,3.0,0
19-4071,25-44,0.44000000000000006,FIXTURE,3.0,0
19-4071,45-54,0.20000000000000004,FIXTURE,3.0,0
19-4071,55+,0.23500000000000001,FIXTURE,3.0,0
19-4092,16-24,0.07894736842105263,FIXTURE,4.0,0
19-4092,25-44,0.4631578947368421,FIXTURE,4.0,0
19-4092,45-54,0.2105263157894737,FIXTURE,4.0,0
19-4092,55+,0.24736842105263157,FIXTURE,4.0,0
19-4099,16-24,0.07491455183908831,FIXTURE,4.282403984063745,1
19-4099,25-44,0.4651858253609156,FIXTURE,4.282403984063745,1
19-4099,45-54,0.2114481024367798,FIXTURE,4.282403984063745,1
19-4099,55+,0.24845152036321624,FIXTURE,4.282403984063745,1
19-5011,16-24,0.07894736842105263,FIXTURE,4.0,0
19-5011,25-44,0.4631578947368421,FIXTURE,4.0,0
19-5011,45-54,0.2105263157894737,FIXTURE,4.0,0
19-5011,55+,0.24736842105263157,FIXTURE,4.0,0
19-5012,16-24,0.08952702702702704,FIXTURE,4.0,0
19-5012,25-44,0.4578378378378379,FIXTURE,4.0,0
19-5012,45-54,0.20810810810810815,FIXTURE,4.0,0
19-5012,55+,0.24452702702702703,FIXTURE,4.0,0
21-1012,16-24,0.054054054054054064,FIXTURE,5.0,0
21-1012,25-44,0.4756756756756757,FIXTURE,5.0,0
21-1012,45-54,0.21621621621621626,FIXTURE,5.0,0
21-1012,55+,0.25405405405405407,FIXTURE,5.0,0
21-1013,16-24,0.054054054054054064,FIXTURE,5.0,0
21-1013,25-44,0.4756756756756757,FIXTURE,5.0,0
21-1013,45-54,0.21621621621621626,FIXTURE,5.0,0
21-1013,55+,0.25405405405405407,FIXTURE,5.0,0
21-1015,16-24,0.07894736842105263,FIXTURE,4.0,0
21-1015,25-44,0.4631578947368421,FIXTURE,4.0,0
21-1015,45-54,0.2105263157894737,FIXTURE,4.0,0
21-1015,55+,0.24736842105263157,FIXTURE,4.0,0
21-1018,16-24,0.054054054054054064,FIXTURE,5.0,0
21-1018,25-44,0.4756756756756757,FIXTURE,5.0,0
21-1018,45-54,0.21621621621621626,FIXTURE,5.0,0
21-1018,55+,0.25405405405405407,FIXTURE,5.0,0
21-1019,16-24,0.06857632335180949,FIXTURE,4.449119074692195,1
21-1019,25-44,0.4683730488288044,FIXTURE,4.449119074692195,1
21-1019,45-54,0.21289684037672926,FIXTURE,4.449119074692195,1
21-1019,55+,0.25015378744265687,FIXTURE,4.449119074692195,1
21-1021,16-24,0.07894736842105263,FIXTURE,4.0,0
21-1021,25-44,0.4631578947368421,FIXTURE,4.0,0
21-1021,45-54,0.2105263157894737,FIXTURE,4.0,0
21-1021,55+,0.24736842105263157,FIXTURE,4.0,0
21-1022,16-24,0.08952702702702704,FIXTURE,4.0,0
21-1022,25-44,0.4578378378378379,FIXTURE,4.0,0
21-1022,45-54,0.20810810810810815,FIXTURE,4.0,0
21-1022,55+,0.24452702702702703,FIXTURE,4.0,0
21-1023,16-24,0.054054054054054064,FIXTURE,5.0,0
21-1023,25-44,0.4756756756756757,FIXTURE,5.0,0
21-1023,45-54,0.21621621621621626,FIXTURE,5.0,0
21-1023,55+,0.25405405405405407,FIXTURE,5.0,0
21-1029,16-24,0.06857632335180949,FIXTURE,4.449119074692195,1
21-1029,25-44,0.4683730488288044,FIXTURE,4.449119074692195,1
21-1029,45-54,0.21289684037672926,FIXTURE,4.449119074692195,1
21-1029,55+,0.25015378744265687,FIXTURE,4.449119074692195,1
21-1091,16-24,0.07894736842105263,FIXTURE,4.0,0
21-1091,25-44,0.4631578947368421,FIXTURE,4.0,0
21-1091,45-54,0.2105263157894737,FIXTURE,4.0,0
21-1091,55+,0.24736842105263157,FIXTURE,4.0,0
21-1092,16-24,0.07894736842105263,FIXTURE,4.0,0
21-1092,25-44,0.4631578947368421,FIXTURE,4.0,0
21-1092,45-54,0.2105263157894737,FIXTURE,4.0,0
21-1092,55+,0.24736842105263157,FIXTURE,4.0,0
21-1093,16-24,0.07894736842105263,FIXTURE,4.0,0
21-1093,25-44,0.4631578947368421,FIXTURE,4.0,0
21-1093,45-54,0.2105263157894737,FIXTURE,4.0,0
21-1093,55+,0.24736842105263157,FIXTURE,4.0,0
21-1094,16-24,0.07894736842105263,FIXTURE,4.0,0
21-1094,25-44,0.4631578947368421,FIXTURE,4.0,0
21-1094,45-54,0.2105263157894737,FIXTURE,4.0,0
21-1094,55+,0.24736842105263157,FIXTURE,4.0,0
21-1099,16-24,0.06857632335180949,FIXTURE,4.449119074692195,1
21-1099,25-44,0.4683730488288044,FIXTURE,4.449119074692195,1
21-1099,45-54,0.21289684037672926,FIXTURE,4.449119074692195,1
21-1099,55+,0.25015378744265687,FIXTURE,4.449119074692195,1
21-2011,16-24,0.054054054054054064,FIXTURE,5.0,0
21-2011,25-44,0.4756756756756757,FIXTURE,5.0,0
21-2011,45-54,0.21621621621621626,FIXTURE,5.0,0
21-2011,55+,0.25405405405405407,FIXTURE,5.0,0
21-2021,16-24,0.07894736842105263,FIXTURE,4.0,0
21-2021,25-44,0.4631578947368421,FIXTURE,4.0,0
21-2021,45-54,0.2105263157894737,FIXTURE,4.0,0
21-2021,55+,0.24736842105263157,FIXTURE,4.0,0
21-2099,16-24,0.06857632335180949,FIXTURE,4.449119074692195,1
21-2099,25-44,0.4683730488288044,FIXTURE,4.449119074692195,1
21-2099,45-54,0.21289684037672926,FIXTURE,4.449119074692195,1
21-2099,55+,0.25015378744265687,FIXTURE,4.449119074692195,1
23-1011,16-24,0.054054054054054064,FIXTURE,5.0,0
23-1011,25-44,0.4756756756756757,FIXTURE,5.0,0
23-1011,45-54,0.21621621621621626,FIXTURE,5.0,0
23-1011,55+,0.25405405405405407,FIXTURE,5.0,0
23-1012,16-24,0.054054054054054064,FIXTURE,5.0,0
23-1012,25-44,0.4756756756756757,FIXTURE,5.0,0
23-1012,45-54,0.21621621621621626,FIXTURE,5.0,0
23-1012,55+,0.25405405405405407,FIXTURE,5.0,0
23-1021,16-24,0.054054054054054064,FIXTURE,5.0,0
23-1021,25-44,0.4756756756756757,FIXTURE,5.0,0
23-1021,45-54,0.21621621621621626,FIXTURE,5.0,0
23-1021,55+,0.25405405405405407,FIXTURE,5.0,0
23-1022,16-24,0.054054054054054064,FIXTURE,5.0,0
23-1022,25-44,0.4756756756756757,FIXTURE,5.0,0
23-1022,45-54,0.21621621621621626,FIXTURE,5.0,0
23-1022,55+,0.25405405405405407,FIXTURE,5.0,0
23-1023,16-24,0.054054054054054064,FIXTURE,5.0,0
23-1023,25-44,0.4756756756756757,FIXTURE,5.0,0
23-1023,45-54,0.21621621621621626,FIXTURE,5.0,0
23-1023,55+,0.25405405405405407,FIXTURE,5.0,0
23-2011,16-24,0.12500000000000003,FIXTURE,3.0,0
23-2011,25-44,0.44000000000000006,FIXTURE,3.0,0
23-2011,45-54,0.20000000000000004,FIXTURE,3.0,0
23-2011,55+,0.23500000000000001,FIXTURE,3.0,0
23-2093,16-24,0.15662650602409642,FIXTURE,2.0,0
23-2093,25-44,0.4240963855421687,FIXTURE,2.0,0
23-2093,45-54,0.1927710843373494,FIXTURE,2.0,0
23-2093,55+,0.22650602409638554,FIXTURE,2.0,0
23-2099,16-24,0.0801540278080441,FIXTURE,4.260044802440303,1
23-2099,25-44,0.4625511174450978,FIXTURE,4.260044802440303,1
23-2099,45-54,0.21025050792958994,FIXTURE,4.260044802440303,1
23-2099,55+,0.24704434681726814,FIXTURE,4.260044802440303,1
25-1011,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1011,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1011,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1011,55+,0.25405405405405407,FIXTURE,5.0,0
25-1021,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1021,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1021,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1021,55+,0.25405405405405407,FIXTURE,5.0,0
25-1022,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1022,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1022,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1022,55+,0.25405405405405407,FIXTURE,5.0,0
25-1031,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1031,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1031,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1031,55+,0.25405405405405407,FIXTURE,5.0,0
25-1032,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1032,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1032,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1032,55+,0.25405405405405407,FIXTURE,5.0,0
25-1041,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1041,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1041,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1041,55+,0.25405405405405407,FIXTURE,5.0,0
25-1042,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1042,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1042,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1042,55+,0.25405405405405407,FIXTURE,5.0,0
25-1043,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1043,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1043,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1043,55+,0.25405405405405407,FIXTURE,5.0,0
25-1051,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1051,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1051,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1051,55+,0.25405405405405407,FIXTURE,5.0,0
25-1052,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1052,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1052,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1052,55+,0.25405405405405407,FIXTURE,5.0,0
25-1053,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1053,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1053,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1053,55+,0.25405405405405407,FIXTURE,5.0,0
25-1054,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1054,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1054,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1054,55+,0.25405405405405407,FIXTURE,5.0,0
25-1061,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1061,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1061,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1061,55+,0.25405405405405407,FIXTURE,5.0,0
25-1062,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1062,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1062,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1062,55+,0.25405405405405407,FIXTURE,5.0,0
25-1063,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1063,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1063,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1063,55+,0.25405405405405407,FIXTURE,5.0,0
25-1064,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1064,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1064,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1064,55+,0.25405405405405407,FIXTURE,5.0,0
25-1065,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1065,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1065,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1065,55+,0.25405405405405407,FIXTURE,5.0,0
25-1066,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1066,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1066,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1066,55+,0.25405405405405407,FIXTURE,5.0,0
25-1067,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1067,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1067,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1067,55+,0.25405405405405407,FIXTURE,5.0,0
25-1069,16-24,0.07943992252388168,FIXTURE,4.107910014513788,1
25-1069,25-44,0.4629102103879909,FIXTURE,4.107910014513788,1
25-1069,45-54,0.21041373199454136,FIXTURE,4.107910014513788,1
25-1069,55+,0.24723613509358605,FIXTURE,4.107910014513788,1
25-1071,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1071,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1071,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1071,55+,0.25405405405405407,FIXTURE,5.0,0
25-1072,16-24,0.054054054054054064,FIXTURE,5.0,0
25-1072,25-44,0.4756756756756757,FIXTURE,5.0,0
25-1072,45-54,0.21621621621621626,FIXTURE,5.0,0
25-1072,55+,0.25405405405405407,FIXTURE,5.0,0
