occ_code,region_id,emp,wage_mean_annual_usd,source_tag
47-4011,IN,1065471,5478.4,FIXTURE:us_mix_gdp_pc_tilt
47-4021,IN,203545,7305.6,FIXTURE:us_mix_gdp_pc_tilt
47-4031,IN,221269,3291.2,FIXTURE:us_mix_gdp_pc_tilt
47-4041,IN,400038,3942.4,FIXTURE:us_mix_gdp_pc_tilt
47-4051,IN,1276341,3547.2,FIXTURE:us_mix_gdp_pc_tilt
47-4061,IN,190163,4861.6,FIXTURE:us_mix_gdp_pc_tilt
47-4071,IN,258795,3631.2,FIXTURE:us_mix_gdp_pc_tilt
47-4090,IN,279592,3629.6,FIXTURE:us_mix_gdp_pc_tilt
47-5011,IN,71254,4171.2,FIXTURE:us_mix_gdp_pc_tilt
47-5012,IN,101004,4947.2,FIXTURE:us_mix_gdp_pc_tilt
47-5013,IN,297225,4452.8,FIXTURE:us_mix_gdp_pc_tilt
47-5022,IN,322996,3988.0,FIXTURE:us_mix_gdp_pc_tilt
47-5023,IN,142871,4288.0,FIXTURE:us_mix_gdp_pc_tilt
47-5032,IN,48558,4565.6,FIXTURE:us_mix_gdp_pc_tilt
47-5041,IN,133286,4594.4,FIXTURE:us_mix_gdp_pc_tilt
47-5043,IN,16729,4733.6,FIXTURE:us_mix_gdp_pc_tilt
47-5044,IN,40239,4586.4,FIXTURE:us_mix_gdp_pc_tilt
47-5049,IN,28484,4823.2,FIXTURE:us_mix_gdp_pc_tilt
47-5051,IN,40239,3330.4,FIXTURE:us_mix_gdp_pc_tilt
47-5071,IN,312145,3578.4,FIXTURE:us_mix_gdp_pc_tilt
47-5081,IN,54074,3268.8,FIXTURE:us_mix_gdp_pc_tilt
47-5099,IN,48648,4076.8,FIXTURE:us_mix_gdp_pc_tilt
49-1011,IN,1428905,5887.2,FIXTURE:us_mix_gdp_pc_tilt
49-2011,IN,234657,3533.6,FIXTURE:us_mix_gdp_pc_tilt
49-2021,IN,37200,5000.0,FIXTURE:us_mix_gdp_pc_tilt
49-2022,IN,469287,4828.0,FIXTURE:us_mix_gdp_pc_tilt
49-2091,IN,51347,5588.8,FIXTURE:us_mix_gdp_pc_tilt
49-2092,IN,43119,3899.2,FIXTURE:us_mix_gdp_pc_tilt
49-2093,IN,29081,5652.0,FIXTURE:us_mix_gdp_pc_tilt
49-2094,IN,137883,5138.4,FIXTURE:us_mix_gdp_pc_tilt
49-2095,IN,61067,7011.2,FIXTURE:us_mix_gdp_pc_tilt
49-2096,IN,24438,3495.2,FIXTURE:us_mix_gdp_pc_tilt
49-2097,IN,58488,3689.6,FIXTURE:us_mix_gdp_pc_tilt
49-2098,IN,210219,4173.6,FIXTURE:us_mix_gdp_pc_tilt
49-3011,IN,340609,5557.6,FIXTURE:us_mix_gdp_pc_tilt
49-3021,IN,372812,4052.8,FIXTURE:us_mix_gdp_pc_tilt
49-3022,IN,44069,3255.2,FIXTURE:us_mix_gdp_pc_tilt
49-3023,IN,1710048,3839.2,FIXTURE:us_mix_gdp_pc_tilt
49-3031,IN,709837,4241.6,FIXTURE:us_mix_gdp_pc_tilt
49-3041,IN,95117,3780.0,FIXTURE:us_mix_gdp_pc_tilt
49-3042,IN,394345,4582.4,FIXTURE:us_mix_gdp_pc_tilt
49-3043,IN,61909,4832.0,FIXTURE:us_mix_gdp_pc_tilt
49-3051,IN,62669,3732.8,FIXTURE:us_mix_gdp_pc_tilt
49-3052,IN,40784,3357.6,FIXTURE:us_mix_gdp_pc_tilt
49-3053,IN,94221,3228.8,FIXTURE:us_mix_gdp_pc_tilt
49-3091,IN,40078,2748.8,FIXTURE:us_mix_gdp_pc_tilt
49-3092,IN,43526,3594.4,FIXTURE:us_mix_gdp_pc_tilt
49-3093,IN,253013,2601.6,FIXTURE:us_mix_gdp_pc_tilt
49-9011,IN,63267,3641.6,FIXTURE:us_mix_gdp_pc_tilt
49-9012,IN,121836,5384.8,FIXTURE:us_mix_gdp_pc_tilt
49-9021,IN,969257,4375.2,FIXTURE:us_mix_gdp_pc_tilt
49-9031,IN,76355,3627.2,FIXTURE:us_mix_gdp_pc_tilt
49-9041,IN,1013055,4702.4,FIXTURE:us_mix_gdp_pc_tilt
49-9043,IN,156565,4285.6,FIXTURE:us_mix_gdp_pc_tilt
49-9044,IN,106549,4900.8,FIXTURE:us_mix_gdp_pc_tilt
49-9045,IN,1792,4380.8,FIXTURE:us_mix_gdp_pc_tilt
49-9051,IN,336536,6324.8,FIXTURE:us_mix_gdp_pc_tilt
49-9052,IN,275686,4980.0,FIXTURE:us_mix_gdp_pc_tilt
49-9061,IN,6354,3540.8,FIXTURE:us_mix_gdp_pc_tilt
49-9062,IN,144998,4513.6,FIXTURE:us_mix_gdp_pc_tilt
49-9063,IN,15504,3179.2,FIXTURE:us_mix_gdp_pc_tilt
49-9064,IN,5349,3636.8,FIXTURE:us_mix_gdp_pc_tilt
49-9069,IN,30167,4725.6,FIXTURE:us_mix_gdp_pc_tilt
49-9071,IN,3846889,3593.6,FIXTURE:us_mix_gdp_pc_tilt
49-9081,IN,27425,4686.4,FIXTURE:us_mix_gdp_pc_tilt
49-9091,IN,74780,3360.8,FIXTURE:us_mix_gdp_pc_tilt
49-9092,IN,7250,6560.8,FIXTURE:us_mix_gdp_pc_tilt
49-9094,IN,41761,3824.8,FIXTURE:us_mix_gdp_pc_tilt
49-9095,IN,9585,2866.4,FIXTURE:us_mix_gdp_pc_tilt
49-9096,IN,48821,4168.0,FIXTURE:us_mix_gdp_pc_tilt
49-9097,IN,21967,5937.6,FIXTURE:us_mix_gdp_pc_tilt
49-9098,IN,240251,2807.2,FIXTURE:us_mix_gdp_pc_tilt
49-9099,IN,445501,3630.4,FIXTURE:us_mix_gdp_pc_tilt
51-1011,IN,5691493,5386.4,FIXTURE:us_mix_gdp_pc_tilt
51-2011,IN,301294,4430.4,FIXTURE:us_mix_gdp_pc_tilt
51-2021,IN,100281,3396.8,FIXTURE:us_mix_gdp_pc_tilt
51-2028,IN,2458821,3170.4,FIXTURE:us_mix_gdp_pc_tilt
51-2031,IN,415862,3848.8,FIXTURE:us_mix_gdp_pc_tilt
51-2041,IN,552222,3658.4,FIXTURE:us_mix_gdp_pc_tilt
51-2051,IN,157158,3228.8,FIXTURE:us_mix_gdp_pc_tilt
51-2061,IN,5064,3573.6,FIXTURE:us_mix_gdp_pc_tilt
51-2090,IN,12013335,3022.4,FIXTURE:us_mix_gdp_pc_tilt
51-3011,IN,1643916,2584.0,FIXTURE:us_mix_gdp_pc_tilt
51-3021,IN,1319563,2853.6,FIXTURE:us_mix_gdp_pc_tilt
51-3022,IN,1194506,2534.4,FIXTURE:us_mix_gdp_pc_tilt
51-3023,IN,781719,2560.8,FIXTURE:us_mix_gdp_pc_tilt
51-3091,IN,190343,2902.4,FIXTURE:us_mix_gdp_pc_tilt
51-3092,IN,1403749,2895.2,FIXTURE:us_mix_gdp_pc_tilt
51-3093,IN,241524,2834.4,FIXTURE:us_mix_gdp_pc_tilt
51-3099,IN,419208,2688.0,FIXTURE:us_mix_gdp_pc_tilt
51-4021,IN,537935,3241.6,FIXTURE:us_mix_gdp_pc_tilt
51-4022,IN,103988,3552.8,FIXTURE:us_mix_gdp_pc_tilt
51-4023,IN,286193,3696.8,FIXTURE:us_mix_gdp_pc_tilt
51-4031,IN,1624294,3200.0,FIXTURE:us_mix_gdp_pc_tilt
51-4032,IN,61579,3459.2,FIXTURE:us_mix_gdp_pc_tilt
51-4033,IN,612625,3202.4,FIXTURE:us_mix_gdp_pc_tilt
51-4034,IN,178046,3541.6,FIXTURE:us_mix_gdp_pc_tilt
51-4035,IN,134913,3768.0,FIXTURE:us_mix_gdp_pc_tilt
51-4041,IN,3013122,3921.6,FIXTURE:us_mix_gdp_pc_tilt
51-4051,IN,140520,3715.2,FIXTURE:us_mix_gdp_pc_tilt
51-4052,IN,59409,3592.8,FIXTURE:us_mix_gdp_pc_tilt
51-4061,IN,33367,4726.4,FIXTURE:us_mix_gdp_pc_tilt
51-4062,IN,18899,3987.2,FIXTURE:us_mix_gdp_pc_tilt
51-4071,IN,123068,3198.4,FIXTURE:us_mix_gdp_pc_tilt
51-4072,IN,1475817,3002.4,FIXTURE:us_mix_gdp_pc_tilt
51-4081,IN,1219644,3266.4,FIXTURE:us_mix_gdp_pc_tilt
51-4111,IN,575371,4492.0,FIXTURE:us_mix_gdp_pc_tilt
51-4121,IN,3595274,3863.2,FIXTURE:us_mix_gdp_pc_tilt
51-4122,IN,271092,3436.0,FIXTURE:us_mix_gdp_pc_tilt
51-4191,IN,131477,3324.8,FIXTURE:us_mix_gdp_pc_tilt
51-4192,IN,61850,4187.2,FIXTURE:us_mix_gdp_pc_tilt
51-4193,IN,292161,3086.4,FIXTURE:us_mix_gdp_pc_tilt
51-4194,IN,55159,3492.8,FIXTURE:us_mix_gdp_pc_tilt
51-4199,IN,169455,3158.4,FIXTURE:us_mix_gdp_pc_tilt
51-5111,IN,233657,3504.0,FIXTURE:us_mix_gdp_pc_tilt
51-5112,IN,1313776,3289.6,FIXTURE:us_mix_gdp_pc_tilt
51-5113,IN,369022,2964.8,FIXTURE:us_mix_gdp_pc_tilt
51-6011,IN,1423280,2226.4,FIXTURE:us_mix_gdp_pc_tilt
51-6021,IN,243332,2248.8,FIXTURE:us_mix_gdp_pc_tilt
51-6031,IN,1050912,2470.4,FIXTURE:us_mix_gdp_pc_tilt
51-6041,IN,50819,2791.2,FIXTURE:us_mix_gdp_pc_tilt
51-6042,IN,32643,2393.6,FIXTURE:us_mix_gdp_pc_tilt
51-6051,IN,37707,2508.0,FIXTURE:us_mix_gdp_pc_tilt
51-6052,IN,156163,2834.4,FIXTURE:us_mix_gdp_pc_tilt
51-6061,IN,56425,2555.2,FIXTURE:us_mix_gdp_pc_tilt
51-6062,IN,108238,2648.0,FIXTURE:us_mix_gdp_pc_tilt
51-6063,IN,147663,2691.2,FIXTURE:us_mix_gdp_pc_tilt
51-6064,IN,200380,2644.0,FIXTURE:us_mix_gdp_pc_tilt
51-6091,IN,126956,3248.0,FIXTURE:us_mix_gdp_pc_tilt
51-6092,IN,29117,5125.6,FIXTURE:us_mix_gdp_pc_tilt
51-6093,IN,253369,3057.6,FIXTURE:us_mix_gdp_pc_tilt
51-6099,IN,115291,2627.2,FIXTURE:us_mix_gdp_pc_tilt
51-7011,IN,841580,3205.6,FIXTURE:us_mix_gdp_pc_tilt
51-7021,IN,147392,2984.8,FIXTURE:us_mix_gdp_pc_tilt
51-7031,IN,3074,4803.2,FIXTURE:us_mix_gdp_pc_tilt
51-7032,IN,1899,4081.6,FIXTURE:us_mix_gdp_pc_tilt
51-7041,IN,410075,2822.4,FIXTURE:us_mix_gdp_pc_tilt
51-7042,IN,607742,2844.8,FIXTURE:us_mix_gdp_pc_tilt
51-7099,IN,71526,2886.4,FIXTURE:us_mix_gdp_pc_tilt
51-8011,IN,43585,8897.6,FIXTURE:us_mix_gdp_pc_tilt
51-8012,IN,87350,7641.6,FIXTURE:us_mix_gdp_pc_tilt
51-8013,IN,261869,6699.2,FIXTURE:us_mix_gdp_pc_tilt
51-8021,IN,269646,5640.8,FIXTURE:us_mix_gdp_pc_tilt
51-8031,IN,1095492,4185.6,FIXTURE:us_mix_gdp_pc_tilt
51-8091,IN,196583,5521.6,FIXTURE:us_mix_gdp_pc_tilt
51-8092,IN,136631,6157.6,FIXTURE:us_mix_gdp_pc_tilt
51-8093,IN,309523,6440.0,FIXTURE:us_mix_gdp_pc_tilt
51-8099,IN,139434,4438.4,FIXTURE:us_mix_gdp_pc_tilt
51-9011,IN,960036,4196.0,FIXTURE:us_mix_gdp_pc_tilt
51-9012,IN,439643,3764.8,FIXTURE:us_mix_gdp_pc_tilt
51-9021,IN,287550,3423.2,FIXTURE:us_mix_gdp_pc_tilt
51-9022,IN,141785,2879.2,FIXTURE:us_mix_gdp_pc_tilt
51-9023,IN,980562,3399.2,FIXTURE:us_mix_gdp_pc_tilt
51-9031,IN,71616,2746.4,FIXTURE:us_mix_gdp_pc_tilt
51-9032,IN,505744,3200.8,FIXTURE:us_mix_gdp_pc_tilt
51-9041,IN,511531,3204.0,FIXTURE:us_mix_gdp_pc_tilt
51-9051,IN,128222,3512.8,FIXTURE:us_mix_gdp_pc_tilt
51-9061,IN,4985821,3584.8,FIXTURE:us_mix_gdp_pc_tilt
51-9071,IN,220183,3767.2,FIXTURE:us_mix_gdp_pc_tilt
51-9081,IN,308799,3785.6,FIXTURE:us_mix_gdp_pc_tilt
51-9082,IN,138349,3705.6,FIXTURE:us_mix_gdp_pc_tilt
51-9083,IN,171173,3112.8,FIXTURE:us_mix_gdp_pc_tilt
51-9111,IN,3242981,2940.0,FIXTURE:us_mix_gdp_pc_tilt
51-9123,IN,107153,3060.0,FIXTURE:us_mix_gdp_pc_tilt
51-9124,IN,1314861,3512.0,FIXTURE:us_mix_gdp_pc_tilt
51-9141,IN,217199,3672.8,FIXTURE:us_mix_gdp_pc_tilt
51-9151,IN,51904,3224.0,FIXTURE:us_mix_gdp_pc_tilt
51-9161,IN,1427259,3699.2,FIXTURE:us_mix_gdp_pc_tilt
51-9162,IN,233295,4988.8,FIXTURE:us_mix_gdp_pc_tilt
51-9191,IN,113121,3086.4,FIXTURE:us_mix_gdp_pc_tilt
51-9192,IN,122796,2865.6,FIXTURE:us_mix_gdp_pc_tilt
51-9193,IN,67818,3432.8,FIXTURE:us_mix_gdp_pc_tilt
51-9194,IN,64292,2957.6,FIXTURE:us_mix_gdp_pc_tilt
51-9195,IN,347411,3121.6,FIXTURE:us_mix_gdp_pc_tilt
51-9196,IN,791033,3534.4,FIXTURE:us_mix_gdp_pc_tilt
51-9197,IN,155892,3827.2,FIXTURE:us_mix_gdp_pc_tilt
51-9198,IN,1834350,2632.8,FIXTURE:us_mix_gdp_pc_tilt
51-9199,IN,1849179,2898.4,FIXTURE:us_mix_gdp_pc_tilt
53-1041,IN,77675,4966.4,FIXTURE:us_mix_gdp_pc_tilt
53-1047,IN,4966651,4686.4,FIXTURE:us_mix_gdp_pc_tilt
53-2011,IN,735241,15855.2,FIXTURE:us_mix_gdp_pc_tilt
53-2012,IN,386745,9206.4,FIXTURE:us_mix_gdp_pc_tilt
53-2021,IN,191971,10233.6,FIXTURE:us_mix_gdp_pc_tilt
53-2022,IN,114025,4348.8,FIXTURE:us_mix_gdp_pc_tilt
53-2031,IN,876213,4982.4,FIXTURE:us_mix_gdp_pc_tilt
53-3011,IN,105887,2484.8,FIXTURE:us_mix_gdp_pc_tilt
53-3031,IN,4313425,2557.6,FIXTURE:us_mix_gdp_pc_tilt
53-3032,IN,17211563,4027.2,FIXTURE:us_mix_gdp_pc_tilt
53-3033,IN,9133227,3410.4,FIXTURE:us_mix_gdp_pc_tilt
53-3051,IN,3268119,3100.0,FIXTURE:us_mix_gdp_pc_tilt
53-3052,IN,1317664,4104.8,FIXTURE:us_mix_gdp_pc_tilt
53-3053,IN,1588395,2605.6,FIXTURE:us_mix_gdp_pc_tilt
53-3054,IN,126142,2404.0,FIXTURE:us_mix_gdp_pc_tilt
53-3099,IN,440276,2912.8,FIXTURE:us_mix_gdp_pc_tilt
53-4011,IN,352474,5835.2,FIXTURE:us_mix_gdp_pc_tilt
53-4013,IN,40329,4645.6,FIXTURE:us_mix_gdp_pc_tilt
53-4022,IN,146488,5044.0,FIXTURE:us_mix_gdp_pc_tilt
53-4031,IN,434308,5359.2,FIXTURE:us_mix_gdp_pc_tilt
53-4041,IN,93228,5721.6,FIXTURE:us_mix_gdp_pc_tilt
53-4099,IN,10308,4331.2,FIXTURE:us_mix_gdp_pc_tilt
53-5011,IN,240619,4624.0,FIXTURE:us_mix_gdp_pc_tilt
53-5021,IN,302831,7866.4,FIXTURE:us_mix_gdp_pc_tilt
53-5022,IN,24776,3552.8,FIXTURE:us_mix_gdp_pc_tilt
53-5031,IN,69175,7752.8,FIXTURE:us_mix_gdp_pc_tilt
53-6011,IN,36531,3580.8,FIXTURE:us_mix_gdp_pc_tilt
53-6021,IN,824309,2336.8,FIXTURE:us_mix_gdp_pc_tilt
53-6031,IN,1008051,2396.8,FIXTURE:us_mix_gdp_pc_tilt
53-6032,IN,110047,3091.2,FIXTURE:us_mix_gdp_pc_tilt
53-6041,IN,70260,4256.8,FIXTURE:us_mix_gdp_pc_tilt
53-6051,IN,226694,6209.6,FIXTURE:us_mix_gdp_pc_tilt
53-6061,IN,192061,2750.4,FIXTURE:us_mix_gdp_pc_tilt
53-6099,IN,124334,3199.2,FIXTURE:us_mix_gdp_pc_tilt
53-7011,IN,259066,2960.8,FIXTURE:us_mix_gdp_pc_tilt
53-7021,IN,392442,5221.6,FIXTURE:us_mix_gdp_pc_tilt
53-7031,IN,14920,4042.4,FIXTURE:us_mix_gdp_pc_tilt
53-7041,IN,23601,4676.0,FIXTURE:us_mix_gdp_pc_tilt
53-7051,IN,6856792,3276.0,FIXTURE:us_mix_gdp_pc_tilt
53-7061,IN,3182577,2444.0,FIXTURE:us_mix_gdp_pc_tilt
53-7062,IN,24676912,2796.0,FIXTURE:us_mix_gdp_pc_tilt
53-7063,IN,550504,2932.8,FIXTURE:us_mix_gdp_pc_tilt
53-7064,IN,5292269,2476.0,FIXTURE:us_mix_gdp_pc_tilt
53-7065,IN,22166911,2641.6,FIXTURE:us_mix_gdp_pc_tilt
53-7071,IN,26313,5370.4,FIXTURE:us_mix_gdp_pc_tilt
53-7072,IN,95850,4352.0,FIXTURE:us_mix_gdp_pc_tilt
53-7073,IN,145041,5373.6,FIXTURE:us_mix_gdp_pc_tilt
53-7081,IN,1139800,3422.4,FIXTURE:us_mix_gdp_pc_tilt
53-7121,IN,109323,4426.4,FIXTURE:us_mix_gdp_pc_tilt
53-7199,IN,203184,3215.2,FIXTURE:us_mix_gdp_pc_tilt
11-1011,JP,83241,138463.0,FIXTURE:us_mix_gdp_pc_tilt
11-1021,JP,1239364,74912.5,FIXTURE:us_mix_gdp_pc_tilt
11-1031,JP,18514,37121.5,FIXTURE:us_mix_gdp_pc_tilt
11-2011,JP,9351,92859.0,FIXTURE:us_mix_gdp_pc_tilt
11-2021,JP,115714,99736.0,FIXTURE:us_mix_gdp_pc_tilt
11-2022,JP,188422,92553.5,FIXTURE:us_mix_gdp_pc_tilt
11-2032,JP,24850,89700.0,FIXTURE:us_mix_gdp_pc_tilt
11-2033,JP,9629,77610.0,FIXTURE:us_mix_gdp_pc_tilt
11-3012,JP,93264,73469.5,FIXTURE:us_mix_gdp_pc_tilt
11-3013,JP,42032,66280.5,FIXTURE:us_mix_gdp_pc_tilt
11-3021,JP,201455,105904.5,FIXTURE:us_mix_gdp_pc_tilt
11-3031,JP,282786,99749.0,FIXTURE:us_mix_gdp_pc_tilt
11-3051,JP,79832,76557.0,FIXTURE:us_mix_gdp_pc_tilt
11-3061,JP,28778,87483.5,FIXTURE:us_mix_gdp_pc_tilt
11-3071,JP,60056,68627.0,FIXTURE:us_mix_gdp_pc_tilt
11-3111,JP,6365,90655.5,FIXTURE:us_mix_gdp_pc_tilt
11-3121,JP,69145,88783.5,FIXTURE:us_mix_gdp_pc_tilt
11-3131,JP,14877,83720.0,FIXTURE:us_mix_gdp_pc_tilt
11-9013,JP,2167,50986.0,FIXTURE:us_mix_gdp_pc_tilt
11-9021,JP,118231,70336.5,FIXTURE:us_mix_gdp_pc_tilt
11-9031,JP,23430,34970.0,FIXTURE:us_mix_gdp_pc_tilt
11-9032,JP,114062,66722.5,FIXTURE:us_mix_gdp_pc_tilt
11-9033,JP,64768,72319.0,FIXTURE:us_mix_gdp_pc_tilt
11-9039,JP,20748,61574.5,FIXTURE:us_mix_gdp_pc_tilt
11-9041,JP,77686,103330.5,FIXTURE:us_mix_gdp_pc_tilt
11-9051,JP,87476,41580.5,FIXTURE:us_mix_gdp_pc_tilt
11-9071,JP,1520,57973.5,FIXTURE:us_mix_gdp_pc_tilt
11-9072,JP,7391,47976.5,FIXTURE:us_mix_gdp_pc_tilt
11-9081,JP,14914,44050.5,FIXTURE:us_mix_gdp_pc_tilt
11-9111,JP,181351,77896.0,FIXTURE:us_mix_gdp_pc_tilt
11-9121,JP,31041,101471.5,FIXTURE:us_mix_gdp_pc_tilt
11-9131,JP,5294,53183.0,FIXTURE:us_mix_gdp_pc_tilt
11-9141,JP,97441,45519.5,FIXTURE:us_mix_gdp_pc_tilt
11-9151,JP,64939,49913.5,FIXTURE:us_mix_gdp_pc_tilt
11-9161,JP,4285,55120.0,FIXTURE:us_mix_gdp_pc_tilt
11-9171,JP,5277,53885.0,FIXTURE:us_mix_gdp_pc_tilt
11-9179,JP,3052,38727.0,FIXTURE:us_mix_gdp_pc_tilt
11-9199,JP,206728,84311.5,FIXTURE:us_mix_gdp_pc_tilt
13-1011,JP,5182,75666.5,FIXTURE:us_mix_gdp_pc_tilt
13-1020,JP,182285,47151.0,FIXTURE:us_mix_gdp_pc_tilt
13-1031,JP,115486,46124.0,FIXTURE:us_mix_gdp_pc_tilt
13-1032,JP,4746,44317.0,FIXTURE:us_mix_gdp_pc_tilt
13-1041,JP,138821,49276.5,FIXTURE:us_mix_gdp_pc_tilt
13-1051,JP,86758,47931.0,FIXTURE:us_mix_gdp_pc_tilt
13-1071,JP,307599,45968.0,FIXTURE:us_mix_gdp_pc_tilt
13-1074,JP,183,35360.0,FIXTURE:us_mix_gdp_pc_tilt
13-1075,JP,26494,50095.5,FIXTURE:us_mix_gdp_pc_tilt
13-1081,JP,78607,51499.5,FIXTURE:us_mix_gdp_pc_tilt
13-1082,JP,308857,63973.0,FIXTURE:us_mix_gdp_pc_tilt
13-1111,JP,319067,65344.5,FIXTURE:us_mix_gdp_pc_tilt
13-1121,JP,40753,37602.5,FIXTURE:us_mix_gdp_pc_tilt
13-1131,JP,34080,42165.5,FIXTURE:us_mix_gdp_pc_tilt
13-1141,JP,36435,47976.5,FIXTURE:us_mix_gdp_pc_tilt
13-1151,JP,139523,43953.0,FIXTURE:us_mix_gdp_pc_tilt
13-1161,JP,302081,49452.0,FIXTURE:us_mix_gdp_pc_tilt
13-1199,JP,427802,51506.0,FIXTURE:us_mix_gdp_pc_tilt
13-2011,JP,547473,54587.0,FIXTURE:us_mix_gdp_pc_tilt
13-2020,JP,24223,45532.5,FIXTURE:us_mix_gdp_pc_tilt
13-2031,JP,19697,54756.0,FIXTURE:us_mix_gdp_pc_tilt
13-2041,JP,28554,57219.5,FIXTURE:us_mix_gdp_pc_tilt
13-2051,JP,121191,66963.0,FIXTURE:us_mix_gdp_pc_tilt
13-2052,JP,109212,77974.0,FIXTURE:us_mix_gdp_pc_tilt
13-2053,JP,44714,51961.0,FIXTURE:us_mix_gdp_pc_tilt
13-2054,JP,22554,71896.5,FIXTURE:us_mix_gdp_pc_tilt
13-2061,JP,25224,62517.0,FIXTURE:us_mix_gdp_pc_tilt
13-2071,JP,12967,32779.5,FIXTURE:us_mix_gdp_pc_tilt
13-2072,JP,141241,52370.5,FIXTURE:us_mix_gdp_pc_tilt
13-2081,JP,21703,41080.0,FIXTURE:us_mix_gdp_pc_tilt
13-2082,JP,34541,33202.0,FIXTURE:us_mix_gdp_pc_tilt
13-2099,JP,51154,52240.5,FIXTURE:us_mix_gdp_pc_tilt
15-1211,JP,209743,66436.5,FIXTURE:us_mix_gdp_pc_tilt
15-1212,JP,65279,73625.5,FIXTURE:us_mix_gdp_pc_tilt
15-1221,JP,12805,92722.5,FIXTURE:us_mix_gdp_pc_tilt
15-1231,JP,73160,46377.5,FIXTURE:us_mix_gdp_pc_tilt
15-1232,JP,271675,37472.5,FIXTURE:us_mix_gdp_pc_tilt
15-1241,JP,70100,78422.5,FIXTURE:us_mix_gdp_pc_tilt
15-1242,JP,35654,62757.5,FIXTURE:us_mix_gdp_pc_tilt
15-1243,JP,20943,79196.0,FIXTURE:us_mix_gdp_pc_tilt
15-1244,JP,131521,59312.5,FIXTURE:us_mix_gdp_pc_tilt
15-1251,JP,63365,62822.5,FIXTURE:us_mix_gdp_pc_tilt
15-1252,JP,566419,78643.5,FIXTURE:us_mix_gdp_pc_tilt
15-1253,JP,78939,63511.5,FIXTURE:us_mix_gdp_pc_tilt
15-1254,JP,35218,52858.0,FIXTURE:us_mix_gdp_pc_tilt
15-1255,JP,34205,62049.0,FIXTURE:us_mix_gdp_pc_tilt
15-1299,JP,153706,63817.0,FIXTURE:us_mix_gdp_pc_tilt
15-2011,JP,9566,81445.0,FIXTURE:us_mix_gdp_pc_tilt
15-2021,JP,735,73079.5,FIXTURE:us_mix_gdp_pc_tilt
15-2031,JP,40981,62289.5,FIXTURE:us_mix_gdp_pc_tilt
15-2041,JP,13025,64642.5,FIXTURE:us_mix_gdp_pc_tilt
15-2051,JP,44004,70629.0,FIXTURE:us_mix_gdp_pc_tilt
15-2099,JP,1648,50674.0,FIXTURE:us_mix_gdp_pc_tilt
17-1011,JP,41687,59735.0,FIXTURE:us_mix_gdp_pc_tilt
17-1012,JP,7237,48737.0,FIXTURE:us_mix_gdp_pc_tilt
17-1021,JP,5236,47781.5,FIXTURE:us_mix_gdp_pc_tilt
17-1022,JP,19262,44772.0,FIXTURE:us_mix_gdp_pc_tilt
17-2011,JP,23517,79930.5,FIXTURE:us_mix_gdp_pc_tilt
17-2021,JP,465,56777.5,FIXTURE:us_mix_gdp_pc_tilt
17-2031,JP,7137,65663.0,FIXTURE:us_mix_gdp_pc_tilt
17-2041,JP,10040,79196.0,FIXTURE:us_mix_gdp_pc_tilt
17-2051,JP,126352,62068.5,FIXTURE:us_mix_gdp_pc_tilt
17-2061,JP,30622,88549.5,FIXTURE:us_mix_gdp_pc_tilt
17-2071,JP,77237,70128.5,FIXTURE:us_mix_gdp_pc_tilt
17-2072,JP,44498,75068.5,FIXTURE:us_mix_gdp_pc_tilt
17-2081,JP,17713,65143.0,FIXTURE:us_mix_gdp_pc_tilt
17-2111,JP,9496,64805.0,FIXTURE:us_mix_gdp_pc_tilt
17-2112,JP,122051,61880.0,FIXTURE:us_mix_gdp_pc_tilt
17-2121,JP,3064,63583.0,FIXTURE:us_mix_gdp_pc_tilt
17-2131,JP,8939,66267.5,FIXTURE:us_mix_gdp_pc_tilt
17-2141,JP,115528,63050.0,FIXTURE:us_mix_gdp_pc_tilt
17-2151,JP,3060,65292.5,FIXTURE:us_mix_gdp_pc_tilt
17-2161,JP,5261,79144.0,FIXTURE:us_mix_gdp_pc_tilt
17-2171,JP,9176,94718.0,FIXTURE:us_mix_gdp_pc_tilt
17-2199,JP,63087,70070.0,FIXTURE:us_mix_gdp_pc_tilt
17-3011,JP,42065,39403.0,FIXTURE:us_mix_gdp_pc_tilt
17-3012,JP,8649,43608.5,FIXTURE:us_mix_gdp_pc_tilt
17-3013,JP,19830,40722.5,FIXTURE:us_mix_gdp_pc_tilt
17-3019,JP,6353,37914.5,FIXTURE:us_mix_gdp_pc_tilt
17-3021,JP,4526,47781.5,FIXTURE:us_mix_gdp_pc_tilt
17-3022,JP,26644,37700.0,FIXTURE:us_mix_gdp_pc_tilt
17-3023,JP,42123,44895.5,FIXTURE:us_mix_gdp_pc_tilt
17-3024,JP,4812,41522.0,FIXTURE:us_mix_gdp_pc_tilt
17-3025,JP,6191,36783.5,FIXTURE:us_mix_gdp_pc_tilt
17-3026,JP,25755,39799.5,FIXTURE:us_mix_gdp_pc_tilt
17-3027,JP,16683,41203.5,FIXTURE:us_mix_gdp_pc_tilt
17-3028,JP,3529,40820.0,FIXTURE:us_mix_gdp_pc_tilt
17-3029,JP,30559,44388.5,FIXTURE:us_mix_gdp_pc_tilt
17-3031,JP,23281,32376.5,FIXTURE:us_mix_gdp_pc_tilt
19-1011,JP,1158,52253.5,FIXTURE:us_mix_gdp_pc_tilt
19-1012,JP,5609,54697.5,FIXTURE:us_mix_gdp_pc_tilt
